Unique name,superclass 1
vibration damper,physical object
volute,feature
volute casing,casing
volute pump,centrifugal pump
volute pump casing,volute casing
wash oil pump,pump
wash water pump,pump
water turbine,turbine
wear ring,ring
wear ring ,ring
welded casing,casing
welded impeller,impeller
wet bolting,bolting assembly
wet gas compressor,centrifugal compressor
wet rotating seat mechanical seal,liquid lubricated mechanical seal
wheel,physical object
wheel and bucket pump,rotary pump
wing pump,reciprocating pump
wire,physical object
woodruff key,shaft key
worm gear box,crossed axis gear box
worm shaft,rotating machine shaft
worm wheel,gear wheel
yoke,physical object
yoke bush,bush
zoelly-rateau turbine,impulse steam turbine
