Unique name,superclass 1
rated primary winding current,rated current
rated primary winding voltage,rated voltage
rated secondary winding current,rated current
rated secondary winding voltage,rated voltage
rated speed at 1/1 load,indirect property
rated thrust,thrust
rated torque,torque
rated voltage,indirect property
ratio,property
ratio of specific heats k,indirect property
ratio of the specific heat capacities,ratio
rayleigh number,property
reactance,property
reactance at 50 Hz,indirect property
reactance at 60 Hz,indirect property
reactance voltage,indirect property
reaction energy,indirect property
reactive energy,indirect property
reactive force,indirect property
reactive power,indirect property
reactivity,property
reactor time constant,indirect property
reclaim time,indirect property
recombination coefficient,property
reduced pressure,indirect property
reduced temperature,indirect property
reference level,indirect property
reference wall thickness,wall thickness
reflection factor,ratio
refractive index,ratio
regulating energy of a system,indirect property
reid vapour pressure,vapour pressure
relative atomic mass,ratio
relative humidity,ratio
relative mass defect,property
relative mass excess,property
relative molecular mass,ratio
relative permeability,ratio
relative permittivity,ratio
relative pressure coefficient,property
relaxation time,indirect property
reluctance,property
remaining wall thickness,wall thickness
reopening pressure,indirect property
repair condemnation rate,indirect property
repeatability,property
required pressure,indirect property
required wall thickness,wall thickness
residence time,indirect property
residual current,indirect property
residual resistivity,indirect property
residual voltage,indirect property
resistance (to alternating current),indirect property
resistance (to direct current),indirect property
resistance voltage,indirect property
resistivity,property
resonance energy,kinetic energy
response time,indirect property
reverberation time,indirect property
reynolds number,property
richardson constant,property
ring joint groove angle,indirect property
ring joint groove bottom radius,radius
ring joint groove depth,shape dimension
ring joint groove pitch diameter,diameter
ring joint groove width,width
ring joint raised portion height,height
rms symmetric breaking current,short-circuit current
rockwell hardness,hardness
root-mean-square velocity,indirect property
rotational frequency,indirect property
run up time,indirect property
rupture disc face to face dimension,shape dimension
rupturing disc area,indirect property
rydberg constant,property
safe working load,indirect property
saturation,indirect property
scheduled maintenance hours per week,property
schmidt number,property
screw thread depth,height
sea wave direction,direction angle
seal face width,width
seal-off pressure,indirect property
second moment of area,property
second moment of area about eta-axis,indirect property
second moment of area about ksi-axis,indirect property
second moment of area about u axis,indirect property
second moment of area about v axis,indirect property
second moment of area about x axis,indirect property
second moment of area about y axis,indirect property
second polar moment of area,indirect property
second radiation constant,property
section modulus,property
section modulus ref eta axis,indirect property
section modulus ref u axis,indirect property
section modulus ref v axis,indirect property
section modulus ref x axis,indirect property
section modulus ref y axis,indirect property
seebeck coefficient for substances a and b,property
seismic load,dynamic load
selected valve flow coefficient,valve flow coefficient
selected valve flow coefficient range,valve flow coefficient range
self inductance,property
sensitivity,property
series impedance,indirect property
service factor,ratio
set point,indirect property
set pressure,indirect property
shaft diameter,diameter
shaft diameter at coupling,shaft diameter
shaft diameter at sleeve,shaft diameter
shaft diameter between bearings,shaft diameter
shaft span,straight linear distance
shaft span between bearing and impeller,shaft span
shaft span between bearing centres,shaft span
shear modulus,property
shear rate,rate
shear strain,ratio
shear stress,indirect property
shipping volume,indirect property
shipping weight,weight
shock current,indirect property
short term excursion pressure,indirect property
short-circuit current,indirect property
"short-circuit current - 0,2 second",short-circuit current
"short-circuit current - 0,3 second",short-circuit current
"short-circuit current - 0,5 second",short-circuit current
short-circuit current - 1 second,short-circuit current
short-circuit current capability,short-circuit current
short-circuit impedance,fault impedance
short-circuit impedance voltage,impedance voltage
short-circuit impedance voltage in %,indirect property
short-circuit power,indirect property
short-circuit reactance voltage,reactance voltage
short-circuit reactance voltage in %,indirect property
short-circuit resistance voltage,resistance voltage
slowing-down area,indirect property
slowing-down density,indirect property
slowing-down length,indirect property
slowness,indirect property
socket-welding body bore diameter,indirect property
socket-welding end bore diameter,indirect property
socket-welding end bore diameter lower limit,inside diameter
socket-welding end wall thickness,wall thickness
softening point,indirect property
solid angle,indirect property
solidification temperature,indirect property
sound energy density,indirect property
sound intensity,indirect property
sound particle acceleration,indirect property
sound particle displacement,indirect property
sound particle velocity,indirect property
sound power,indirect property
sound power level,property
sound power level at nominal load,indirect property
sound power level at standby,indirect property
sound power level at upper limit  load,indirect property
sound pressure,indirect property
sound pressure level,property
sound pressure level allowed,indirect property
sound pressure level at nominal load,indirect property
sound pressure level at standby,indirect property
sound pressure level at upper limit load,indirect property
sound pressure level calculated,indirect property
sound pressure level lp dBA < 80 at nominal load,sound pressure level at nominal load
sound reduction index,property
source impedance,indirect property
spacer length,straight linear distance
span,property
specific energy,property
specific energy imparted,indirect property
specific enthalpy,property
specific entropy,property
specific fuel consumption mass,indirect property
specific fuel consumption volume,indirect property
specific gibbs free energy,property
specific gravity,ratio
specific gravity at lower limit temperature,indirect property
specific gravity at STP,indirect property
specific heat capacity,property
specific heat capacity at constant pressure,indirect property
specific heat capacity at constant volume,indirect property
specific heat capacity at saturation,indirect property
specific heat capacity mass,property
specific heat capacity mole,property
specific helmholtz free enegry,property
specific humidity,ratio
specific productivity index,property
specific speed,indirect property
specific thermodynamic energy,property
specific volume,property
specific volume mass,specific volume
specific volume mass gas,specific volume
specific volume mole,specific volume
spectral absorption factor,ratio
spectral angular cross-section,property
spectral concentration of radiant energy density,property
spectral concentration of vibrational modes,property
spectral cross-section,property
spectral emissivity,ratio
spectral luminous efficacy,property
spectral luminous efficiency,efficiency
spectral radiance factor,ratio
spectral reflection factor,ratio
spectral transmission factor,ratio
spontaneous ignition temperature,ignition temperature
standard absolute activity of b (in a liquide or a solution),property
standard absolute activity of solvent a,property
standard delivery time,indirect property
standard density,indirect property
standard equilibrium constant,property
standard pressure,indirect property
standard price,indirect property
standard price EUR,standard price
standard price JPY,standard price
standard price USD,standard price
standard rated current,rated current
standard temperature,indirect property
standard volume,indirect property
standard volume gas,indirect property
standard volume liquid,indirect property
stanton number,property
stanton number for mass transfer,property
starting current,indirect property
starting current delta connection,starting current
starting current delta connection at 1 un,starting current delta connection
starting current multiplier,indirect property
starting current star connection,starting current
starting current star connection at 1 un,starting current star connection
starting power factor,indirect property
starting time,indirect property
starting time at 80% voltage,starting time
starting time at nominal voltage,starting time
static friction factor,indirect property
static load,indirect property
static operating pressure,static pressure
static pressure,indirect property
statistical weight,property
steam out pressure,indirect property
steam out temperature,indirect property
stefan-boltzmann constant,property
stoichiometric number of b,property
storage ambient temperature,indirect property
storage life,indirect property
straight linear distance,shape dimension
stress,property
stroke length,straight linear distance
strouhal number,property
sub zero temperature,indirect property
suction can thickness,thickness
suction specific speed,indirect property
superconductor transition temperature,indirect property
superimposed back pressure,back pressure
supply frequency,electrical frequency
supply pressure,indirect property
supply pressure range,supply pressure
supply voltage,indirect property
supply voltage delta connected,supply voltage
supply voltage lower limit,supply voltage
supply voltage range,supply voltage
supply voltage star connected,supply voltage
support load,indirect property
surface coefficient of heat transfer,property
surface density,indirect property
surface density of mechanical impedance,property
surface energy,indirect property
surface per plate,indirect property
surface tension,indirect property
surface tension parachor,indirect property
surveying easting,straight linear distance
surveying latitude,straight linear distance
surveying longitude,straight linear distance
surveying northing,straight linear distance
susceptance,property
synchronous speed,indirect property
system impedance ratio,indirect property
taper angle,indirect property
temperature,property
temperature at lower limit differential pressure,indirect property
temperature at lower limit flow,indirect property
temperature at upper limit differential pressure,indirect property
temperature at upper limit flow,indirect property
temperature coefficient of electric resistance,property
temperature drop,indirect property
temperature element diameter,outside diameter
temperature element insertion length,straight linear distance
temperature element sensitive length,straight linear distance
temperature per length,property
temperature rise,indirect property
"temperature rise, dielectric",temperature rise
"temperature rise, windings",indirect property
tensile strength,indirect property
tension stress,indirect property
test load,indirect property
test pressure,indirect property
test weight,weight
thermal conductivity,property
thermal diffusion coefficient,property
thermal diffusion factor,property
thermal diffusion ratio,property
thermal diffusivity,property
thermal insulance,property
thermal neutron absorption crossection,property
thermal resistance,property
thermal time constant eexe motor,time constant
thermal utilization factor,property
thermodynamic energy,property
thermowell insertion length,straight linear distance
thermowell internal bore,inside diameter
thermowell lag length,straight linear distance
thermowell standout length,straight linear distance
thermowell stem larger outside diameter,outside diameter
thermowell stem outside diameter at support,outside diameter
thermowell stem tip outside diameter,outside diameter
thermowell stem tip thickness,thickness
thermowell total length,total length
thickness,straight linear distance
thomson coefficient,property
thread pitch metric thread,straight linear distance
thread pitch un/unr thread,indirect property
threaded length,straight linear distance
threaded thermowell insertion length,thermowell insertion length
through fault current,fault current
thrust,indirect property
thrust down at design flow,thrust
thrust down at lower limit flow,thrust
thrust down at runout flow,thrust
thrust up at design flow,thrust
thrust up at lower limit flow,thrust
thrust up at runout flow,thrust
tilt,indirect property
time constant,indirect property
time constant at 0.8 nominal voltage,time constant
time constant at nominal voltage,time constant
time constant multiplier,indirect property
time constant of an exponentially varying quantity,time constant
torque,indirect property
torsion stress,indirect property
torsional critical speed,indirect property
tortuosity,property
total atomic stopping power,property
total back pressure,back pressure
total cross-section,indirect property
total height,height
total ionization by a particle,property
total length,shape dimension
total linear stopping power,property
total mass stopping power,property
total required flow rate,indirect property
total running time,indirect property
total volume,indirect property
total weight,weight
total width,width
touch voltage,indirect property
traction force,indirect property
training hours to perform scheduled maintenance,property
training period,indirect property
transducer blocking distance,straight linear distance
transducer cable length,shape dimension
transducer insertion length,straight linear distance
transfer impedance,indirect property
transmission factor,ratio
transport load,indirect property
transport number of the ion b,indirect property
transverse centre of gravity,straight linear distance
transverse centre of gravity distance,straight linear distance
triple point pressure,indirect property
triple point temperature,indirect property
true vapour pressure,vapour pressure
tube length,shape dimension
turbulence coefficient,property
twisting angle,indirect property
ultrasonic transducer blocking distance,indirect property
unavoidable energy,indirect property
unified atomic mass constant,property
unit productivity index,property
unit weight,weight
unthreaded length,straight linear distance
upper critical magnetic flux density,indirect property
upper limit  beta particle energy,indirect property
upper limit  freespan height,freespan height
upper limit  height,height
upper limit  spectral luminous efficacy,indirect property
upper limit absorbed power,indirect property
upper limit acceptable corrosion rate,corrosion rate
upper limit allowable rotational speed,indirect property
upper limit allowable temperature,allowable temperature
upper limit allowed pressure,upper limit pressure
upper limit ambient operating humidity,indirect property
upper limit ambient storage humidity,indirect property
upper limit axial load,indirect property
upper limit bevelled end inner bevel thickness,bevelled end inner bevel thickness
upper limit bevelled end off angle,indirect property
upper limit bevelled end off plane,indirect property
upper limit bevelled end outer bevel angle,bevelled end outer bevel angle
upper limit bevelled end outside diameter,bevelled end outside diameter
upper limit bevelled end plain bevel angle,bevelled end plain bevel angle
upper limit bevelled end root face thickness,bevelled end root face thickness
upper limit bevelled end wall thickness,bevelled end wall thickness
upper limit bore diameter socket-welding end,inside diameter
upper limit brake force,brake force
upper limit calculated flow,indirect property
upper limit calculated valve flow coefficient,upper limit valve flow coefficient
upper limit center to bottom of socket-welding end length,indirect property
upper limit conductor cross section area,cross section area
upper limit continous rotational speed,indirect property
upper limit continuous stable flow,indirect property
upper limit controllable valve flow coefficient,upper limit valve flow coefficient
upper limit crown radius,radius
upper limit crown section thickness,thickness
upper limit cylindrical section thickness,thickness
upper limit design pressure,design pressure
upper limit design temperature,design temperature
upper limit differential pressure,upper limit pressure
upper limit displacement per revolution,displacement per revolution
upper limit distance detector transmitter,length of path
upper limit distance element transmitter,length of path
upper limit distance meter transmitter,length of path
upper limit elbow angle,indirect property
upper limit elbow flanged end center to end length,straight linear distance
upper limit elbow inside threaded end center to face of band length,straight linear distance
upper limit elbow socket-welding center to bottom socket length,straight linear distance
upper limit end to end length,end to end length
upper limit flammability concentration,indirect property
upper limit frequency,electrical frequency
upper limit head with rated impeller diameter,head
upper limit height,height
upper limit hub angle,hub angle
upper limit hub cylinder length,hub cylinder length
upper limit hydraulic power,hydraulic power
upper limit impedance,indirect property
upper limit inlet pressure,inlet pressure
upper limit inner knucle radius,radius
upper limit liquid volume,liquid volume
upper limit lowering speed,lowering speed
upper limit maintenance weight,weight
upper limit nucleon dose rate,indirect property
upper limit operating ambient temperature,indirect property
upper limit operating inlet temperature,inlet temperature
upper limit operating inlet volume flow rate,indirect property
upper limit operating pressure,operating pressure
upper limit operating temperature,operating temperature
upper limit operating voltage,operating voltage
upper limit operating volume,operating volume
upper limit operating volume flow rate,indirect property
upper limit operational path length,length of path
upper limit outlet pressure,outlet pressure
upper limit outside diameter,outside diameter
upper limit overpressure protection,upper limit pressure
upper limit permissible starting current,starting current
upper limit power consumption,power consumption
upper limit power consumption with rated impeller,power consumption
upper limit pressure,indirect property
upper limit pressure drop,indirect property
upper limit pressure drop gradient,pressure drop gradient
upper limit pressure rating-dynamic,upper limit pressure
upper limit pressure rating-static,upper limit pressure
upper limit radial load,indirect property
upper limit raising speed,raising speed
upper limit required pressure,required pressure
upper limit required valve actuator thrust,upper limit thrust
upper limit required valve actuator torque,upper limit torque
upper limit ring joint groove bottom radius,radius
upper limit selected valve flow coefficient,upper limit valve flow coefficient
upper limit shut off differential pressure,upper limit pressure
upper limit socket-welding end bore diameter,indirect property
upper limit sound pressure level,indirect property
upper limit span,indirect property
upper limit specific gravity at temperature,indirect property
upper limit starting time,starting time
upper limit static operating pressure,static operating pressure
upper limit static pressure,static pressure
upper limit storage ambient temperature,storage ambient temperature
upper limit supply pressure,supply pressure
upper limit supply voltage,supply voltage
upper limit taper angle,taper angle
upper limit temperature,indirect property
upper limit tension stress,tension stress
upper limit thermowell stem outside diameter,outside diameter
upper limit thickness of flange end,indirect property
upper limit thrust,thrust
upper limit torque,torque
upper limit traction force,traction force
upper limit valve actuator twisting torque,upper limit torque
upper limit valve flow coefficient,valve flow coefficient
upper limit voltage,indirect property
upper limit volume,indirect property
useful water capacity of a reservoir,indirect property
valve actuator thrust at lower limit supply,rated thrust
valve actuator thrust at upper limit supply,rated thrust
valve actuator torque at lower limit supply,rated torque
valve actuator torque at upper limit supply,rated torque
valve closing time,indirect property
valve design flow opening area,inside area
valve flow coefficient,indirect property
valve flow coefficient range,range
valve opening time,indirect property
valve stem travel,straight linear distance
vapour compressibility factor,indirect property
vapour compressibility factor at lower limit differential pressure,vapour compressibility factor
vapour compressibility factor at lower limit flow,vapour compressibility factor
vapour compressibility factor at upper limit differential pressure,vapour compressibility factor
vapour compressibility factor at upper limit flow,vapour compressibility factor
vapour pressure,indirect property
vapour pressure at lowe limit flow,vapour pressure
vapour pressure at lower limit differential pressure,vapour pressure
vapour pressure at lower limit operating temperature,vapour pressure
vapour pressure at operating temperature,vapour pressure
vapour pressure at upper limit differential pressure,vapour pressure
vapour pressure at upper limit flow,vapour pressure
vapour pressure at upper limit operating temperature,vapour pressure
variable back pressure,back pressure
velocity,property
velocity at lower limit flow rate,indirect property
velocity at upper limit flow rate,indirect property
velocity of sound,indirect property
vertical centre of gravity,straight linear distance
vertical centre of gravity distance,straight linear distance
vibration acceleration,indirect property
vibration frequency,indirect property
vibration velocity,indirect property
vickers hardness,hardness
viscosity,property
viscosity at lower limit flow,viscosity at t
viscosity at t,indirect property
viscosity at temperature and lower limit differential pressure,viscosity at t
viscosity at temperature and upper limit differential pressure,viscosity at t
viscosity at upper limit  flow,viscosity at t
voltage,property
voltage change factor,indirect property
voltage level,indirect property
volume,property
volume flow rate,property
volume fraction,indirect property
volume fraction of b,property
volume fraction per length,property
volume per length,property
volume per mass,property
volume strain,ratio
volumetric heat transfer coefficient,property
volumetric thermal expansion,property
volumic activity,property
volumic charge,property
volumic cross-section,property
volumic electromagnetic energy,property
volumic number of molecules (or particles),property
volumic total cross-section,property
w/n frequency ratio,ratio
wall thickness,thickness
warm-up period,indirect property
warranty period,indirect property
water depth,indirect property
wave height,indirect property
wavelength,straight linear distance
wavenumber,property
wax congealment point,solidification temperature
weber number,property
weeks after contract,indirect property
weeks after equipment delivery,indirect property
weeks after request,indirect property
weeks after test,indirect property
weeks after vessel delivery,indirect property
weeks before equipment delivery,indirect property
weeks before test,indirect property
weeks before vessel delivery,indirect property
weight,indirect property
weighted average boiling temperature,boiling temperature
weld leg length,straight linear distance
weld throat thickness,thickness
width,straight linear distance
wind direction,direction angle
wind direction relative to ship,direction angle
wind load,indirect property
wind pressure,indirect property
wind speed,indirect property
wind speed relative to ship,indirect property
work,property
work function,property
work per length,indirect property
working clearance,clearance
yield strength,indirect property
yield stress,indirect property
youngs modulus of elasticity,property
zero elevation,indirect property
zero sequence current component,indirect property
zero sequence voltage component,indirect property
zero suppression,indirect property
